,Year,Postal,state,county,registry,race,hispanic,sex,age,population
12756,1977,MA,25,5,63,3,9,2,3,110
12757,1977,MA,25,5,63,3,9,2,4,114
12758,1977,MA,25,5,63,3,9,2,5,101
12759,1977,MA,25,5,63,3,9,2,6,117
12760,1977,MA,25,5,63,3,9,2,7,112
12761,1977,MA,25,5,63,3,9,2,8,86
12762,1977,MA,25,5,63,3,9,2,9,68
12763,1977,MA,25,5,63,3,9,2,10,67
12764,1977,MA,25,5,63,3,9,2,11,61
12765,1977,MA,25,5,63,3,9,2,12,49
12766,1977,MA,25,5,63,3,9,2,13,50
12767,1977,MA,25,5,63,3,9,2,14,39
12768,1977,MA,25,5,63,3,9,2,15,30
12769,1977,MA,25,5,63,3,9,2,16,27
12770,1977,MA,25,5,63,3,9,2,17,17
12771,1977,MA,25,5,63,3,9,2,18,12
12772,1977,MA,25,7,63,1,9,1,0,54
12773,1977,MA,25,7,63,1,9,1,1,203
12774,1977,MA,25,7,63,1,9,1,2,250
12775,1977,MA,25,7,63,1,9,1,3,291
12776,1977,MA,25,7,63,1,9,1,4,315
12777,1977,MA,25,7,63,1,9,1,5,270
12778,1977,MA,25,7,63,1,9,1,6,307
12779,1977,MA,25,7,63,1,9,1,7,387
12780,1977,MA,25,7,63,1,9,1,8,249
12781,1977,MA,25,7,63,1,9,1,9,181
12782,1977,MA,25,7,63,1,9,1,10,174
12783,1977,MA,25,7,63,1,9,1,11,187
12784,1977,MA,25,7,63,1,9,1,12,214
12785,1977,MA,25,7,63,1,9,1,13,196
12786,1977,MA,25,7,63,1,9,1,14,203
12787,1977,MA,25,7,63,1,9,1,15,139
12788,1977,MA,25,7,63,1,9,1,16,83
12789,1977,MA,25,7,63,1,9,1,17,48
12790,1977,MA,25,7,63,1,9,1,18,33
12791,1977,MA,25,7,63,1,9,2,0,58
12792,1977,MA,25,7,63,1,9,2,1,197
12793,1977,MA,25,7,63,1,9,2,2,265
12794,1977,MA,25,7,63,1,9,2,3,315
12795,1977,MA,25,7,63,1,9,2,4,273
12796,1977,MA,25,7,63,1,9,2,5,279
12797,1977,MA,25,7,63,1,9,2,6,387
12798,1977,MA,25,7,63,1,9,2,7,360
12799,1977,MA,25,7,63,1,9,2,8,206
12800,1977,MA,25,7,63,1,9,2,9,176
12801,1977,MA,25,7,63,1,9,2,10,198
12802,1977,MA,25,7,63,1,9,2,11,247
12803,1977,MA,25,7,63,1,9,2,12,269
12804,1977,MA,25,7,63,1,9,2,13,250
12805,1977,MA,25,7,63,1,9,2,14,243
12806,1977,MA,25,7,63,1,9,2,15,247
12807,1977,MA,25,7,63,1,9,2,16,193
12808,1977,MA,25,7,63,1,9,2,17,102
12809,1977,MA,25,7,63,1,9,2,18,88
12810,1977,MA,25,7,63,2,9,1,1,10
12811,1977,MA,25,7,63,2,9,1,2,11
12812,1977,MA,25,7,63,2,9,1,3,17
12813,1977,MA,25,7,63,2,9,1,4,20
12814,1977,MA,25,7,63,2,9,1,5,8
12815,1977,MA,25,7,63,2,9,1,6,7
12816,1977,MA,25,7,63,2,9,1,7,8
12817,1977,MA,25,7,63,2,9,1,8,6
12818,1977,MA,25,7,63,2,9,1,9,5
12819,1977,MA,25,7,63,2,9,1,10,7
12820,1977,MA,25,7,63,2,9,1,11,6
12821,1977,MA,25,7,63,2,9,1,12,11
12822,1977,MA,25,7,63,2,9,1,13,2
12823,1977,MA,25,7,63,2,9,1,14,7
12824,1977,MA,25,7,63,2,9,1,15,8
12825,1977,MA,25,7,63,2,9,1,16,7
12826,1977,MA,25,7,63,2,9,1,17,3
12827,1977,MA,25,7,63,2,9,1,18,3
12828,1977,MA,25,7,63,2,9,2,0,1
12829,1977,MA,25,7,63,2,9,2,1,12
12830,1977,MA,25,7,63,2,9,2,2,11
12831,1977,MA,25,7,63,2,9,2,3,9
12832,1977,MA,25,7,63,2,9,2,4,14
12833,1977,MA,25,7,63,2,9,2,5,7
12834,1977,MA,25,7,63,2,9,2,6,5
12835,1977,MA,25,7,63,2,9,2,7,5
12836,1977,MA,25,7,63,2,9,2,8,6
12837,1977,MA,25,7,63,2,9,2,9,7
12838,1977,MA,25,7,63,2,9,2,10,5
12839,1977,MA,25,7,63,2,9,2,11,5
12840,1977,MA,25,7,63,2,9,2,12,11
12841,1977,MA,25,7,63,2,9,2,13,10
12842,1977,MA,25,7,63,2,9,2,14,14
12843,1977,MA,25,7,63,2,9,2,15,19
12844,1977,MA,25,7,63,2,9,2,16,11
12845,1977,MA,25,7,63,2,9,2,17,5
12846,1977,MA,25,7,63,2,9,2,18,8
12847,1977,MA,25,7,63,3,9,1,1,7
12848,1977,MA,25,7,63,3,9,1,2,6
12849,1977,MA,25,7,63,3,9,1,3,7
12850,1977,MA,25,7,63,3,9,1,4,12
12851,1977,MA,25,7,63,3,9,1,5,8
12852,1977,MA,25,7,63,3,9,1,6,8
12853,1977,MA,25,7,63,3,9,1,7,4
12854,1977,MA,25,7,63,3,9,1,8,3
12855,1977,MA,25,7,63,3,9,1,9,3
12856,1977,MA,25,7,63,3,9,1,10,4
12857,1977,MA,25,7,63,3,9,1,11,8
12858,1977,MA,25,7,63,3,9,1,12,3
12859,1977,MA,25,7,63,3,9,1,13,1
12860,1977,MA,25,7,63,3,9,1,14,1
12861,1977,MA,25,7,63,3,9,1,15,2
12862,1977,MA,25,7,63,3,9,1,16,3
12863,1977,MA,25,7,63,3,9,1,17,1
12864,1977,MA,25,7,63,3,9,1,18,1
12865,1977,MA,25,7,63,3,9,2,0,2
12866,1977,MA,25,7,63,3,9,2,1,7
12867,1977,MA,25,7,63,3,9,2,2,10
12868,1977,MA,25,7,63,3,9,2,3,6
12869,1977,MA,25,7,63,3,9,2,4,10
12870,1977,MA,25,7,63,3,9,2,5,6
12871,1977,MA,25,7,63,3,9,2,6,8
12872,1977,MA,25,7,63,3,9,2,7,5
12873,1977,MA,25,7,63,3,9,2,8,4
12874,1977,MA,25,7,63,3,9,2,9,3
12875,1977,MA,25,7,63,3,9,2,10,4
12876,1977,MA,25,7,63,3,9,2,11,7
12877,1977,MA,25,7,63,3,9,2,12,4
12878,1977,MA,25,7,63,3,9,2,13,4
12879,1977,MA,25,7,63,3,9,2,14,2
12880,1977,MA,25,7,63,3,9,2,15,7
12881,1977,MA,25,7,63,3,9,2,16,5
12882,1977,MA,25,7,63,3,9,2,17,3
12883,1977,MA,25,7,63,3,9,2,18,3
12884,1977,MA,25,9,63,1,9,1,0,3917
12885,1977,MA,25,9,63,1,9,1,1,15130
12886,1977,MA,25,9,63,1,9,1,2,23381
12887,1977,MA,25,9,63,1,9,1,3,28558
12888,1977,MA,25,9,63,1,9,1,4,29182
12889,1977,MA,25,9,63,1,9,1,5,23229
12890,1977,MA,25,9,63,1,9,1,6,22229
12891,1977,MA,25,9,63,1,9,1,7,20773
12892,1977,MA,25,9,63,1,9,1,8,16135
12893,1977,MA,25,9,63,1,9,1,9,14977
12894,1977,MA,25,9,63,1,9,1,10,16406
12895,1977,MA,25,9,63,1,9,1,11,17270
12896,1977,MA,25,9,63,1,9,1,12,16674
12897,1977,MA,25,9,63,1,9,1,13,14113
12898,1977,MA,25,9,63,1,9,1,14,11048
12899,1977,MA,25,9,63,1,9,1,15,7809
12900,1977,MA,25,9,63,1,9,1,16,4986
12901,1977,MA,25,9,63,1,9,1,17,3530
12902,1977,MA,25,9,63,1,9,1,18,2317
12903,1977,MA,25,9,63,1,9,2,0,3765
12904,1977,MA,25,9,63,1,9,2,1,14314
12905,1977,MA,25,9,63,1,9,2,2,22342
12906,1977,MA,25,9,63,1,9,2,3,27421
12907,1977,MA,25,9,63,1,9,2,4,29112
12908,1977,MA,25,9,63,1,9,2,5,25232
12909,1977,MA,25,9,63,1,9,2,6,23851
12910,1977,MA,25,9,63,1,9,2,7,22074
12911,1977,MA,25,9,63,1,9,2,8,17217
12912,1977,MA,25,9,63,1,9,2,9,16004
12913,1977,MA,25,9,63,1,9,2,10,17739
12914,1977,MA,25,9,63,1,9,2,11,19409
12915,1977,MA,25,9,63,1,9,2,12,18702
12916,1977,MA,25,9,63,1,9,2,13,16693
12917,1977,MA,25,9,63,1,9,2,14,14892
12918,1977,MA,25,9,63,1,9,2,15,12621
12919,1977,MA,25,9,63,1,9,2,16,9839
12920,1977,MA,25,9,63,1,9,2,17,7569
12921,1977,MA,25,9,63,1,9,2,18,5853
12922,1977,MA,25,9,63,2,9,1,0,91
12923,1977,MA,25,9,63,2,9,1,1,355
12924,1977,MA,25,9,63,2,9,1,2,413
12925,1977,MA,25,9,63,2,9,1,3,466
12926,1977,MA,25,9,63,2,9,1,4,354
12927,1977,MA,25,9,63,2,9,1,5,275
12928,1977,MA,25,9,63,2,9,1,6,313
12929,1977,MA,25,9,63,2,9,1,7,290
12930,1977,MA,25,9,63,2,9,1,8,199
12931,1977,MA,25,9,63,2,9,1,9,161
12932,1977,MA,25,9,63,2,9,1,10,121
12933,1977,MA,25,9,63,2,9,1,11,107
12934,1977,MA,25,9,63,2,9,1,12,83
12935,1977,MA,25,9,63,2,9,1,13,58
12936,1977,MA,25,9,63,2,9,1,14,45
12937,1977,MA,25,9,63,2,9,1,15,22
12938,1977,MA,25,9,63,2,9,1,16,20
12939,1977,MA,25,9,63,2,9,1,17,14
12940,1977,MA,25,9,63,2,9,1,18,9
12941,1977,MA,25,9,63,2,9,2,0,91
12942,1977,MA,25,9,63,2,9,2,1,329
12943,1977,MA,25,9,63,2,9,2,2,402
12944,1977,MA,25,9,63,2,9,2,3,386
12945,1977,MA,25,9,63,2,9,2,4,353
12946,1977,MA,25,9,63,2,9,2,5,345
12947,1977,MA,25,9,63,2,9,2,6,331
12948,1977,MA,25,9,63,2,9,2,7,265
12949,1977,MA,25,9,63,2,9,2,8,223
12950,1977,MA,25,9,63,2,9,2,9,157
12951,1977,MA,25,9,63,2,9,2,10,135
12952,1977,MA,25,9,63,2,9,2,11,119
12953,1977,MA,25,9,63,2,9,2,12,109
12954,1977,MA,25,9,63,2,9,2,13,78
12955,1977,MA,25,9,63,2,9,2,14,74
12956,1977,MA,25,9,63,2,9,2,15,55
12957,1977,MA,25,9,63,2,9,2,16,41
12958,1977,MA,25,9,63,2,9,2,17,27
12959,1977,MA,25,9,63,2,9,2,18,21
12960,1977,MA,25,9,63,3,9,1,0,23
12961,1977,MA,25,9,63,3,9,1,1,122
12962,1977,MA,25,9,63,3,9,1,2,139
12963,1977,MA,25,9,63,3,9,1,3,101
12964,1977,MA,25,9,63,3,9,1,4,94
12965,1977,MA,25,9,63,3,9,1,5,99
12966,1977,MA,25,9,63,3,9,1,6,131
12967,1977,MA,25,9,63,3,9,1,7,122
12968,1977,MA,25,9,63,3,9,1,8,100
12969,1977,MA,25,9,63,3,9,1,9,74
12970,1977,MA,25,9,63,3,9,1,10,59
12971,1977,MA,25,9,63,3,9,1,11,41
12972,1977,MA,25,9,63,3,9,1,12,39
12973,1977,MA,25,9,63,3,9,1,13,31
12974,1977,MA,25,9,63,3,9,1,14,19
12975,1977,MA,25,9,63,3,9,1,15,12
12976,1977,MA,25,9,63,3,9,1,16,13
12977,1977,MA,25,9,63,3,9,1,17,12
12978,1977,MA,25,9,63,3,9,1,18,8
12979,1977,MA,25,9,63,3,9,2,0,35
12980,1977,MA,25,9,63,3,9,2,1,127
12981,1977,MA,25,9,63,3,9,2,2,145
12982,1977,MA,25,9,63,3,9,2,3,94
12983,1977,MA,25,9,63,3,9,2,4,96
12984,1977,MA,25,9,63,3,9,2,5,114
12985,1977,MA,25,9,63,3,9,2,6,152
12986,1977,MA,25,9,63,3,9,2,7,146
12987,1977,MA,25,9,63,3,9,2,8,109
12988,1977,MA,25,9,63,3,9,2,9,74
12989,1977,MA,25,9,63,3,9,2,10,84
12990,1977,MA,25,9,63,3,9,2,11,53
12991,1977,MA,25,9,63,3,9,2,12,51
12992,1977,MA,25,9,63,3,9,2,13,42
12993,1977,MA,25,9,63,3,9,2,14,32
12994,1977,MA,25,9,63,3,9,2,15,35
12995,1977,MA,25,9,63,3,9,2,16,22
12996,1977,MA,25,9,63,3,9,2,17,20
12997,1977,MA,25,9,63,3,9,2,18,11
12998,1977,MA,25,11,63,1,9,1,0,437
12999,1977,MA,25,11,63,1,9,1,1,1621
13000,1977,MA,25,11,63,1,9,1,2,2341
13001,1977,MA,25,11,63,1,9,1,3,2644
13002,1977,MA,25,11,63,1,9,1,4,2712
13003,1977,MA,25,11,63,1,9,1,5,2822
13004,1977,MA,25,11,63,1,9,1,6,2961
13005,1977,MA,25,11,63,1,9,1,7,2372
13006,1977,MA,25,11,63,1,9,1,8,1580
13007,1977,MA,25,11,63,1,9,1,9,1353
13008,1977,MA,25,11,63,1,9,1,10,1446
13009,1977,MA,25,11,63,1,9,1,11,1662
13010,1977,MA,25,11,63,1,9,1,12,1690
13011,1977,MA,25,11,63,1,9,1,13,1478
13012,1977,MA,25,11,63,1,9,1,14,1242
13013,1977,MA,25,11,63,1,9,1,15,845
13014,1977,MA,25,11,63,1,9,1,16,557
13015,1977,MA,25,11,63,1,9,1,17,381
13016,1977,MA,25,11,63,1,9,1,18,263
13017,1977,MA,25,11,63,1,9,2,0,392
13018,1977,MA,25,11,63,1,9,2,1,1567
13019,1977,MA,25,11,63,1,9,2,2,2259
13020,1977,MA,25,11,63,1,9,2,3,2464
13021,1977,MA,25,11,63,1,9,2,4,2636
13022,1977,MA,25,11,63,1,9,2,5,2893
13023,1977,MA,25,11,63,1,9,2,6,2773
13024,1977,MA,25,11,63,1,9,2,7,2305
13025,1977,MA,25,11,63,1,9,2,8,1534
13026,1977,MA,25,11,63,1,9,2,9,1397
13027,1977,MA,25,11,63,1,9,2,10,1560
13028,1977,MA,25,11,63,1,9,2,11,1843
13029,1977,MA,25,11,63,1,9,2,12,1829
13030,1977,MA,25,11,63,1,9,2,13,1627
13031,1977,MA,25,11,63,1,9,2,14,1512
13032,1977,MA,25,11,63,1,9,2,15,1155
13033,1977,MA,25,11,63,1,9,2,16,943
13034,1977,MA,25,11,63,1,9,2,17,760
13035,1977,MA,25,11,63,1,9,2,18,617
13036,1977,MA,25,11,63,2,9,1,0,3
13037,1977,MA,25,11,63,2,9,1,1,7
13038,1977,MA,25,11,63,2,9,1,2,13
13039,1977,MA,25,11,63,2,9,1,3,10
13040,1977,MA,25,11,63,2,9,1,4,17
13041,1977,MA,25,11,63,2,9,1,5,27
13042,1977,MA,25,11,63,2,9,1,6,27
13043,1977,MA,25,11,63,2,9,1,7,13
13044,1977,MA,25,11,63,2,9,1,8,10
13045,1977,MA,25,11,63,2,9,1,9,10
13046,1977,MA,25,11,63,2,9,1,10,11
13047,1977,MA,25,11,63,2,9,1,11,7
13048,1977,MA,25,11,63,2,9,1,12,6
13049,1977,MA,25,11,63,2,9,1,13,4
13050,1977,MA,25,11,63,2,9,1,14,4
13051,1977,MA,25,11,63,2,9,1,15,1
13052,1977,MA,25,11,63,2,9,1,16,1
13053,1977,MA,25,11,63,2,9,1,17,1
13054,1977,MA,25,11,63,2,9,2,0,2
13055,1977,MA,25,11,63,2,9,2,1,10
13056,1977,MA,25,11,63,2,9,2,2,12
13057,1977,MA,25,11,63,2,9,2,3,14
13058,1977,MA,25,11,63,2,9,2,4,12
13059,1977,MA,25,11,63,2,9,2,5,12
13060,1977,MA,25,11,63,2,9,2,6,13
13061,1977,MA,25,11,63,2,9,2,7,9
13062,1977,MA,25,11,63,2,9,2,8,5
13063,1977,MA,25,11,63,2,9,2,9,4
13064,1977,MA,25,11,63,2,9,2,10,6
13065,1977,MA,25,11,63,2,9,2,11,5
13066,1977,MA,25,11,63,2,9,2,12,3
13067,1977,MA,25,11,63,2,9,2,13,5
13068,1977,MA,25,11,63,2,9,2,14,2
13069,1977,MA,25,11,63,2,9,2,15,1
13070,1977,MA,25,11,63,2,9,2,18,2
13071,1977,MA,25,11,63,3,9,1,0,1
13072,1977,MA,25,11,63,3,9,1,1,13
13073,1977,MA,25,11,63,3,9,1,2,9
13074,1977,MA,25,11,63,3,9,1,3,12
13075,1977,MA,25,11,63,3,9,1,4,9
13076,1977,MA,25,11,63,3,9,1,5,13
13077,1977,MA,25,11,63,3,9,1,6,20
13078,1977,MA,25,11,63,3,9,1,7,9
13079,1977,MA,25,11,63,3,9,1,8,9
13080,1977,MA,25,11,63,3,9,1,9,5
13081,1977,MA,25,11,63,3,9,1,10,6
13082,1977,MA,25,11,63,3,9,1,11,3
13083,1977,MA,25,11,63,3,9,1,12,3
13084,1977,MA,25,11,63,3,9,1,13,1
13085,1977,MA,25,11,63,3,9,1,14,3
13086,1977,MA,25,11,63,3,9,1,16,1
13087,1977,MA,25,11,63,3,9,1,17,2
13088,1977,MA,25,11,63,3,9,1,18,1
13089,1977,MA,25,11,63,3,9,2,0,3
13090,1977,MA,25,11,63,3,9,2,1,14
13091,1977,MA,25,11,63,3,9,2,2,9
13092,1977,MA,25,11,63,3,9,2,3,8
13093,1977,MA,25,11,63,3,9,2,4,16
13094,1977,MA,25,11,63,3,9,2,5,12
13095,1977,MA,25,11,63,3,9,2,6,13
13096,1977,MA,25,11,63,3,9,2,7,12
13097,1977,MA,25,11,63,3,9,2,8,9
13098,1977,MA,25,11,63,3,9,2,9,11
13099,1977,MA,25,11,63,3,9,2,10,7
13100,1977,MA,25,11,63,3,9,2,11,3
13101,1977,MA,25,11,63,3,9,2,12,1
13102,1977,MA,25,11,63,3,9,2,13,3
13103,1977,MA,25,11,63,3,9,2,14,3
13104,1977,MA,25,11,63,3,9,2,15,3
13105,1977,MA,25,11,63,3,9,2,16,3
13106,1977,MA,25,11,63,3,9,2,17,1
13107,1977,MA,25,11,63,3,9,2,18,1
13108,1977,MA,25,13,63,1,9,1,0,2778
13109,1977,MA,25,13,63,1,9,1,1,10747
13110,1977,MA,25,13,63,1,9,1,2,16178
13111,1977,MA,25,13,63,1,9,1,3,19007
13112,1977,MA,25,13,63,1,9,1,4,20356
13113,1977,MA,25,13,63,1,9,1,5,17443
13114,1977,MA,25,13,63,1,9,1,6,15833
13115,1977,MA,25,13,63,1,9,1,7,13470
13116,1977,MA,25,13,63,1,9,1,8,10110
13117,1977,MA,25,13,63,1,9,1,9,9523
13118,1977,MA,25,13,63,1,9,1,10,10742
13119,1977,MA,25,13,63,1,9,1,11,12138
13120,1977,MA,25,13,63,1,9,1,12,11900
13121,1977,MA,25,13,63,1,9,1,13,9991
13122,1977,MA,25,13,63,1,9,1,14,7413
13123,1977,MA,25,13,63,1,9,1,15,5336
13124,1977,MA,25,13,63,1,9,1,16,3374
13125,1977,MA,25,13,63,1,9,1,17,2459
13126,1977,MA,25,13,63,1,9,1,18,1423
13127,1977,MA,25,13,63,1,9,2,0,2607
13128,1977,MA,25,13,63,1,9,2,1,9983
13129,1977,MA,25,13,63,1,9,2,2,15450
13130,1977,MA,25,13,63,1,9,2,3,18159
13131,1977,MA,25,13,63,1,9,2,4,20827
13132,1977,MA,25,13,63,1,9,2,5,19129
13133,1977,MA,25,13,63,1,9,2,6,16425
13134,1977,MA,25,13,63,1,9,2,7,14144
13135,1977,MA,25,13,63,1,9,2,8,10992
13136,1977,MA,25,13,63,1,9,2,9,10427
13137,1977,MA,25,13,63,1,9,2,10,11764
13138,1977,MA,25,13,63,1,9,2,11,13435
13139,1977,MA,25,13,63,1,9,2,12,13481
13140,1977,MA,25,13,63,1,9,2,13,11732
13141,1977,MA,25,13,63,1,9,2,14,9834
13142,1977,MA,25,13,63,1,9,2,15,8209
13143,1977,MA,25,13,63,1,9,2,16,6682
13144,1977,MA,25,13,63,1,9,2,17,4937
13145,1977,MA,25,13,63,1,9,2,18,3818
13146,1977,MA,25,13,63,2,9,1,0,317
13147,1977,MA,25,13,63,2,9,1,1,1149
13148,1977,MA,25,13,63,2,9,1,2,1512
13149,1977,MA,25,13,63,2,9,1,3,1882
13150,1977,MA,25,13,63,2,9,1,4,1748
13151,1977,MA,25,13,63,2,9,1,5,1171
13152,1977,MA,25,13,63,2,9,1,6,846
13153,1977,MA,25,13,63,2,9,1,7,762
13154,1977,MA,25,13,63,2,9,1,8,629
13155,1977,MA,25,13,63,2,9,1,9,591
13156,1977,MA,25,13,63,2,9,1,10,559
13157,1977,MA,25,13,63,2,9,1,11,521
13158,1977,MA,25,13,63,2,9,1,12,429
13159,1977,MA,25,13,63,2,9,1,13,290
13160,1977,MA,25,13,63,2,9,1,14,213
13161,1977,MA,25,13,63,2,9,1,15,138
13162,1977,MA,25,13,63,2,9,1,16,76
13163,1977,MA,25,13,63,2,9,1,17,46
13164,1977,MA,25,13,63,2,9,1,18,42
13165,1977,MA,25,13,63,2,9,2,0,301
13166,1977,MA,25,13,63,2,9,2,1,1146
13167,1977,MA,25,13,63,2,9,2,2,1476
13168,1977,MA,25,13,63,2,9,2,3,1766
13169,1977,MA,25,13,63,2,9,2,4,1781
13170,1977,MA,25,13,63,2,9,2,5,1401
13171,1977,MA,25,13,63,2,9,2,6,1241
13172,1977,MA,25,13,63,2,9,2,7,1040
13173,1977,MA,25,13,63,2,9,2,8,896
13174,1977,MA,25,13,63,2,9,2,9,782
13175,1977,MA,25,13,63,2,9,2,10,683
13176,1977,MA,25,13,63,2,9,2,11,575
13177,1977,MA,25,13,63,2,9,2,12,483
13178,1977,MA,25,13,63,2,9,2,13,364
13179,1977,MA,25,13,63,2,9,2,14,287
13180,1977,MA,25,13,63,2,9,2,15,206
13181,1977,MA,25,13,63,2,9,2,16,160
13182,1977,MA,25,13,63,2,9,2,17,82
13183,1977,MA,25,13,63,2,9,2,18,58
13184,1977,MA,25,13,63,3,9,1,0,17
13185,1977,MA,25,13,63,3,9,1,1,67
13186,1977,MA,25,13,63,3,9,1,2,91
13187,1977,MA,25,13,63,3,9,1,3,93
13188,1977,MA,25,13,63,3,9,1,4,84
13189,1977,MA,25,13,63,3,9,1,5,85
13190,1977,MA,25,13,63,3,9,1,6,63
13191,1977,MA,25,13,63,3,9,1,7,63
13192,1977,MA,25,13,63,3,9,1,8,43
13193,1977,MA,25,13,63,3,9,1,9,58
13194,1977,MA,25,13,63,3,9,1,10,45
13195,1977,MA,25,13,63,3,9,1,11,28
13196,1977,MA,25,13,63,3,9,1,12,20
13197,1977,MA,25,13,63,3,9,1,13,19
13198,1977,MA,25,13,63,3,9,1,14,14
13199,1977,MA,25,13,63,3,9,1,15,12
13200,1977,MA,25,13,63,3,9,1,16,5
13201,1977,MA,25,13,63,3,9,1,17,8
13202,1977,MA,25,13,63,3,9,1,18,2
13203,1977,MA,25,13,63,3,9,2,0,18
13204,1977,MA,25,13,63,3,9,2,1,84
13205,1977,MA,25,13,63,3,9,2,2,83
13206,1977,MA,25,13,63,3,9,2,3,88
13207,1977,MA,25,13,63,3,9,2,4,86
13208,1977,MA,25,13,63,3,9,2,5,80
13209,1977,MA,25,13,63,3,9,2,6,98
13210,1977,MA,25,13,63,3,9,2,7,100
13211,1977,MA,25,13,63,3,9,2,8,85
13212,1977,MA,25,13,63,3,9,2,9,66
13213,1977,MA,25,13,63,3,9,2,10,60
13214,1977,MA,25,13,63,3,9,2,11,46
13215,1977,MA,25,13,63,3,9,2,12,26
13216,1977,MA,25,13,63,3,9,2,13,21
13217,1977,MA,25,13,63,3,9,2,14,22
13218,1977,MA,25,13,63,3,9,2,15,32
13219,1977,MA,25,13,63,3,9,2,16,19
13220,1977,MA,25,13,63,3,9,2,17,11
13221,1977,MA,25,13,63,3,9,2,18,3
13222,1977,MA,25,15,63,1,9,1,0,711
13223,1977,MA,25,15,63,1,9,1,1,2696
13224,1977,MA,25,15,63,1,9,1,2,4350
13225,1977,MA,25,15,63,1,9,1,3,4979
13226,1977,MA,25,15,63,1,9,1,4,7643
13227,1977,MA,25,15,63,1,9,1,5,10099
13228,1977,MA,25,15,63,1,9,1,6,5842
13229,1977,MA,25,15,63,1,9,1,7,4495
13230,1977,MA,25,15,63,1,9,1,8,3211
13231,1977,MA,25,15,63,1,9,1,9,2682
13232,1977,MA,25,15,63,1,9,1,10,2798
13233,1977,MA,25,15,63,1,9,1,11,3159
13234,1977,MA,25,15,63,1,9,1,12,2989
13235,1977,MA,25,15,63,1,9,1,13,2630
13236,1977,MA,25,15,63,1,9,1,14,1964
13237,1977,MA,25,15,63,1,9,1,15,1333
13238,1977,MA,25,15,63,1,9,1,16,858
13239,1977,MA,25,15,63,1,9,1,17,539
13240,1977,MA,25,15,63,1,9,1,18,356
13241,1977,MA,25,15,63,1,9,2,0,672
13242,1977,MA,25,15,63,1,9,2,1,2522
13243,1977,MA,25,15,63,1,9,2,2,3905
13244,1977,MA,25,15,63,1,9,2,3,4664
13245,1977,MA,25,15,63,1,9,2,4,9548
13246,1977,MA,25,15,63,1,9,2,5,11084
13247,1977,MA,25,15,63,1,9,2,6,5797
13248,1977,MA,25,15,63,1,9,2,7,4403
13249,1977,MA,25,15,63,1,9,2,8,3223
13250,1977,MA,25,15,63,1,9,2,9,2674
13251,1977,MA,25,15,63,1,9,2,10,2953
13252,1977,MA,25,15,63,1,9,2,11,3295
13253,1977,MA,25,15,63,1,9,2,12,3237
13254,1977,MA,25,15,63,1,9,2,13,3002
13255,1977,MA,25,15,63,1,9,2,14,2378
13256,1977,MA,25,15,63,1,9,2,15,1918
13257,1977,MA,25,15,63,1,9,2,16,1435
13258,1977,MA,25,15,63,1,9,2,17,1162
13259,1977,MA,25,15,63,1,9,2,18,906
13260,1977,MA,25,15,63,2,9,1,0,22
13261,1977,MA,25,15,63,2,9,1,1,47
13262,1977,MA,25,15,63,2,9,1,2,57
13263,1977,MA,25,15,63,2,9,1,3,48
13264,1977,MA,25,15,63,2,9,1,4,180
13265,1977,MA,25,15,63,2,9,1,5,241
13266,1977,MA,25,15,63,2,9,1,6,107
13267,1977,MA,25,15,63,2,9,1,7,62
13268,1977,MA,25,15,63,2,9,1,8,37
13269,1977,MA,25,15,63,2,9,1,9,36
13270,1977,MA,25,15,63,2,9,1,10,20
13271,1977,MA,25,15,63,2,9,1,11,20
13272,1977,MA,25,15,63,2,9,1,12,16
13273,1977,MA,25,15,63,2,9,1,13,6
13274,1977,MA,25,15,63,2,9,1,14,9
13275,1977,MA,25,15,63,2,9,1,15,2
13276,1977,MA,25,15,63,2,9,1,16,3
13277,1977,MA,25,15,63,2,9,1,17,2
13278,1977,MA,25,15,63,2,9,1,18,2
13279,1977,MA,25,15,63,2,9,2,0,8
13280,1977,MA,25,15,63,2,9,2,1,45
13281,1977,MA,25,15,63,2,9,2,2,54
13282,1977,MA,25,15,63,2,9,2,3,46
13283,1977,MA,25,15,63,2,9,2,4,189
13284,1977,MA,25,15,63,2,9,2,5,233
13285,1977,MA,25,15,63,2,9,2,6,92
13286,1977,MA,25,15,63,2,9,2,7,53
13287,1977,MA,25,15,63,2,9,2,8,38
13288,1977,MA,25,15,63,2,9,2,9,26
13289,1977,MA,25,15,63,2,9,2,10,17
13290,1977,MA,25,15,63,2,9,2,11,17
13291,1977,MA,25,15,63,2,9,2,12,15
13292,1977,MA,25,15,63,2,9,2,13,17
13293,1977,MA,25,15,63,2,9,2,14,8
13294,1977,MA,25,15,63,2,9,2,15,4
13295,1977,MA,25,15,63,2,9,2,16,12
13296,1977,MA,25,15,63,2,9,2,17,4
13297,1977,MA,25,15,63,2,9,2,18,3
13298,1977,MA,25,15,63,3,9,1,0,10
13299,1977,MA,25,15,63,3,9,1,1,29
13300,1977,MA,25,15,63,3,9,1,2,31
13301,1977,MA,25,15,63,3,9,1,3,33
13302,1977,MA,25,15,63,3,9,1,4,54
13303,1977,MA,25,15,63,3,9,1,5,119
13304,1977,MA,25,15,63,3,9,1,6,102
13305,1977,MA,25,15,63,3,9,1,7,48
13306,1977,MA,25,15,63,3,9,1,8,40
13307,1977,MA,25,15,63,3,9,1,9,20
